NAME,GEO_ID,COMM,COMM_LABEL,YEAR,VAL,TON,state,cfs area (or part)
1,'Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '03', 'Agricultural products (excludes animal feed, cereal grains, and forage products)', '2012', '0', '0', '01', '14200000'
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '2991', 'Printed or illustrated postcards, messages, or announcements, and printed', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '2999', 'Manifold business-forms and interleaved carbon-sets, and other printed products, not elsewhere classified', '2012', '22', '70', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '30', 'Textiles, leather, and articles of textiles or leather', '2012', '308', '70', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '30', 'Textiles, leather, and articles of textiles or leather', '2017', '692', '181', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3011', 'Textile fibers, processed but not spun or made into yarn', '2017', '188', '37', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '301', 'Textile fibers, yarns, and broad woven or knitted fabrics', '2012', '85', '33', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '301', 'Textile fibers, yarns, and broad woven or knitted fabrics', '2017', '188', '37', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3011', 'Textile fibers, processed but not spun or made into yarn', '2012', '85', '33', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3012', 'Yarns and thread (excludes specialty yarns, such as metallized or gimped)', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3013', 'Broad woven fabrics (excludes made of metallized yarn)', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3013', 'Broad woven fabrics (excludes made of metallized yarn)', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3014', 'Knitted or crocheted fabrics', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3014', 'Knitted or crocheted fabrics', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '302', 'Textile clothing and accessories, and headgear (excludes safety)', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '302', 'Textile clothing and accessories, and headgear (excludes safety)', '2017', '432', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3020', 'Textile clothing and accessories, and headgear made of artificial fur', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3020', 'Textile clothing and accessories, and headgear made of artificial fur', '2017', '432', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '303', 'Textiles and textile articles, not elsewhere classified', '2012', '219', '36', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '303', 'Textiles and textile articles, not elsewhere classified', '2017', '72', '19', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3031', 'Narrow-woven fabrics and related products', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3031', 'Narrow-woven fabrics and related products', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3032', 'Tufted carpets and other textile floor coverings', '2012', '202', '34', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3032', 'Tufted carpets and other textile floor coverings', '2017', '61', '19', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3039', 'Nonwoven and felt fabrics, impregnated, coated, covered, or laminated textile fabrics, and other textiles and textile articles, not elsewhere classified', '2017', '4', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3033', 'Textile household furnishings', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3033', 'Textile household furnishings', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3039', 'Nonwoven and felt fabrics, impregnated, coated, covered, or laminated textile fabrics, and other textiles and textile articles, not elsewhere classified', '2012', '11', '2', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '304', 'Leather footwear', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3040', 'Leather footwear', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '305', 'Leather and articles of leather or allied materials, and dressed fur skins', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '305', 'Leather and articles of leather or allied materials, and dressed fur skins', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3050', 'Leather and articles, luggage of related materials, and dressed fur skins', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3050', 'Leather and articles, luggage of related materials, and dressed fur skins', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '31', 'Non-metallic mineral products', '2012', '233', '784', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '31', 'Non-metallic mineral products', '2017', '300', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3110', 'Hydraulic cements', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '311', 'Hydraulic cements', '2012', '35', '411', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '311', 'Hydraulic cements', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3110', 'Hydraulic cements', '2012', '35', '411', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '312', 'Ceramic products', '2012', '0', '20', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '312', 'Ceramic products', '2017', '6', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3121', 'Refractory cements, mortars, concretes, and ceramic products', '2012', '3', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3121', 'Refractory cements, mortars, concretes, and ceramic products', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3122', 'Ceramic construction products', '2012', '0', '16', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3122', 'Ceramic construction products', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3123', 'China, porcelain, and other ceramic household or personal articles', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3129', 'Ceramic sanitary fixtures, and other ceramic products', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3129', 'Ceramic sanitary fixtures, and other ceramic products', '2017', '0', '1', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '313', 'Glass and glass products', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '313', 'Glass and glass products', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3131', 'Glass in sheets or profiles', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3131', 'Glass in sheets or profiles', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3132', 'Containers of glass used for transporting or packing goods', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3139', 'Other glass and glass products, not elsewhere classified', '2017', '0', '3', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3191', 'Worked monumental or building stone and articles', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3139', 'Other glass and glass products, not elsewhere classified', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '319', 'Other non-metallic mineral products', '2012', '151', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '319', 'Other non-metallic mineral products', '2017', '258', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3191', 'Worked monumental or building stone and articles', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3192', 'Articles of asphalt or of similar material', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3192', 'Articles of asphalt or of similar material', '2017', '77', '103', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3193', 'Gypsum wallboard, sheets, and lath, plaster and articles of plaster or of compositions based on plaster, not elsewhere classified', '2012', '8', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3193', 'Gypsum wallboard, sheets, and lath, plaster and articles of plaster or of compositions based on plaster, not elsewhere classified', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3194', 'Non-refractory mortars and concretes', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3194', 'Non-refractory mortars and concretes', '2017', '16', '271', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3195', 'Articles of cement, concrete, or artificial stone', '2012', '44', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3195', 'Articles of cement, concrete, or artificial stone', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3199', 'Other non-metallic mineral products, not elsewhere classified', '2012', '0', '18', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3199', 'Other non-metallic mineral products, not elsewhere classified', '2017', '4', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '32', 'Base metal in primary or semi-finished forms and in finished basic shapes', '2012', '1608', '1486', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '32', 'Base metal in primary or semi-finished forms and in finished basic shapes', '2017', '5057', '4845', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '322', 'Flat-rolled products of iron or steel', '2017', '4540', '4670', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '321', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '321', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3210', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3210', 'Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '322', 'Flat-rolled products of iron or steel', '2012', '1404', '1405', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3220', 'Flat-rolled products of iron or steel', '2012', '1404', '1405', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3220', 'Flat-rolled products of iron or steel', '2017', '4540', '4670', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '323', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2012', '43', '34', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '323', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2017', '84', '62', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3230', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2012', '43', '34', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3230', 'Bars, rods, angles, shapes, sections, and wire, of iron or steel', '2017', '84', '62', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '324', 'Nonferrous metal (excludes precious, unwrought, or in finished basic shapes, or in powders or granules)', '2012', '157', '39', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '324', 'Nonferrous metal (excludes precious, unwrought, or in finished basic shapes, or in powders or granules)', '2017', '429', '113', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3241', 'Copper in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3241', 'Copper in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2017', '209', '41', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3242', 'Aluminum in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2012', '153', '39', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3242', 'Aluminum in unwrought forms, or basic shapes, and bars, rods, profiles, wire, plates, sheets, strip, and foil', '2017', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3249', 'Other nonferrous metal (excludes precious, in unwrought forms or in finished basic shapes)', '2012', '0', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '3249', 'Other nonferrous metal (excludes precious, in unwrought forms or in finished basic shapes)', '2017', '0', '16', '01', '38000000']
